orig_index,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
4402,roberto cosentini,3212404385,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://twitter.com/rob_cosentini?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
4403,roberto perotti,1948338975,Male,,He,,White/European,,No,No,Yes,No,No,No,No,"https://voxeu.org/users/robertoperotti0#:~:text=Roberto%20Perotti%20is%20Full%20Professor,and%20the%20European%20University%20Institute."
4404,roberto posada,3297196332,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.mountsinai.org/profiles/roberto-posada
4405,roberto rona,3350979008,Male,,He,,Latinx,,Yes,Yes,No,No,No,No,No,https://www.kcl.ac.uk/people/professor-roberto-rona
4406,roberto stella,2451189468,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,"https://en.wikipedia.org/wiki/Roberto_Stella, Dr. Roberto Stella passed away from COVID-19 in March 2020"
4408,robertson davenport,1129604991,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.researchgate.net/scientific-contributions/2049210881_Robertson_D_Davenport
4409,robin armstrong,1236174504,Male,,He,,Black/African,,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Robin_Armstrong
4410,robin carre,2891040291,Male,,He,,White/European,,No,No,No,No,No,No,No,"https://people.com/crime/mother-suspect-murders-wisc-doc-husband/, Robin Carre was killed in an incident unrelated to COVID-19"
4411,robin gurwitch,2875015201,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://psychiatry.duke.edu/gurwitch-robin
4412,robin howe,2111895739,Male,,He,,Unknown,,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/robin-howe-99949888/?originalSubdomain=uk
4413,robin may,2902371770,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.birmingham.ac.uk/staff/profiles/biosciences/may-robin.aspx
4414,robin murphy,4065236360,Female,,She,,White/European,,No,No,Yes,No,No,No,No,http://faculty.cs.tamu.edu/murphy/
4415,robin patel,65557070,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.mayo.edu/research/faculty/patel-robin-m-d/bio-00026595
4416,robin shattock,1844800742,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.imperial.ac.uk/people/r.shattock
4417,robin thompson,3596785005,Female,,She,,White/European,,No,No,No,No,No,No,Yes,https://www.anchoragepress.com/site/meet_the_staff.html
4418,robin wallace,1203055724,Female,,She,,Unknown,,Yes,Yes,No,No,No,No,No,https://www.doximity.com/pub/robin-wallace-md
4419,robin weiss,3999506380,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/Robin_Weiss
4420,robyn gershon,3044387564,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://publichealth.nyu.edu/faculty/robyn-gershon
4421,robyn nelson,3234862450,Female,,She,,White/European,,No,Yes,No,No,No,No,No,https://www.anacalifornia.org/robyn-nelson-bio
4422,robynn cox,160262633,Female,,She,,Black/African,,Yes,No,No,No,No,No,No,https://dworakpeck.usc.edu/academics/faculty-directory/robynn-cox
4423,rochelle shen,1269780590,Female,,She,,East Asian,,No,No,No,No,Yes,No,No,https://helena.org/projects/covid-19-response
4424,rochelle walensky,104651191,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.massgeneral.org/doctors/17245/rochelle-walensky
4425,rod hochman,2463615902,Male,,He,,White/European,,No,Yes,No,No,Yes,No,No,https://healthpolicy.usc.edu/author/rod-hochman-md/
4426,rod pearce,3054647976,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://www.medicalhq.com.au/dr-rodney-pearce
4427,roderick seamster,4100742778,Male,,He,,Black/African,,No,Yes,No,No,Yes,No,No,https://www.linkedin.com/in/drroderickseamster/
4429,rodney howard browne,720267979,Male,,He,,White/European,,No,No,No,No,No,Yes,No,https://twitter.com/rhowardbrowne?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
4430,rodney ramcharan,2649099973,Male,,He,,South Asian,,No,No,Yes,No,No,No,No,https://www.marshall.usc.edu/personnel/rodney-ramcharan
4431,rodney rohde,4014774252,Male,,He,,White/European,,Yes,No,No,No,No,No,No,health.txstate.edu/cls/people/faculty/Rodney-E-Rohde--Program-Chair.html
4434,rogelio saenz,1748345459,Male,,He,,Latinx,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Rogelio_S%C3%A1enz
4435,roger alvarez,1909434902,Male,,He,,Latinx,,Yes,Yes,No,No,No,No,No,https://doctors.umiamihealth.org/provider/Roger+Argelio+Alvarez/525365
4436,roger farmer,1934066262,Male,,He,,White/European,,No,No,Yes,No,No,No,No,http://www.rogerfarmer.com/
4437,roger goodell,4254880401,Male,,He,,White/European,,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Roger_Goodell
4438,roger klein,2940376803,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,http://rogerdklein.com/about/
4439,roger mcintyre,3146692831,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.uhnresearch.ca/researcher/roger-s-mcintyre
4440,roger porter,2182050081,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Roger_B._Porter
4441,roger ray,1140976910,Male,,He,,White/European,,No,Yes,No,No,Yes,No,No,https://www.chartis.com/leadership/firm-leadership/roger-ray-md
4442,roger shapiro,2614716337,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.hsph.harvard.edu/roger-shapiro/
4443,roger wong,1354048558,Male,,He,,East Asian,,Yes,No,No,No,No,No,No,https://sites.wustl.edu/rwong/
4444,rohan miller,2316165138,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://www.sydney.edu.au/business/about/our-people/academic-staff/rohan-miller.html
4445,rohan radhakrishna,3592277309,Male,,He,,South Asian,,Yes,Yes,No,Yes,No,No,No,https://www.linkedin.com/in/rohan-radhakrishna-665b58148/
4446,rohini haar,1567110173,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://publichealth.berkeley.edu/people/rohini-haar/
4447,rohith malya,3390934215,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/rohith-malya-7b380a69/
4448,roisin commane,3248975928,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://www.ldeo.columbia.edu/~rcommane/
4449,roland more,1993564098,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://thevillageshealth.com/staff/roland-more/
4450,roman frydman,2634980498,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Roman_Frydman
4451,romano paolucci,568835760,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://www.reuters.com/article/us-health-cornavirus-italy-hospital-idUSKBN2163ML?utm_campaign=trueAnthem%3A%20Trending%20Content&utm_medium=trueAnthem&utm_source=facebook&fbclid=IwAR01pYLnwzmCGPYWzRrOxCrhGvs6J5iK1zEv_wE6q0xWPg36XP9TxmMLCC8
4452,ron chapman,660885555,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://phaboard.org/phab-board-of-directors/ron-chapman/
4453,ron daniels,879185049,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Ronald_J._Daniels
4454,ron desantis,351389091,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Ron_DeSantis
4455,ron hira,930260480,Male,,He,,South Asian,,No,No,Yes,No,No,No,No,https://www.epi.org/people/ron-hira/
4456,ron klain,866838127,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Ron_Klain
4457,ron paul,1691748405,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Ron_Paul
4459,ron wright,1108105771,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Ron_Wright_(politician)
4460,ron yee,1706338002,Male,,He,,East Asian,,No,Yes,No,No,No,No,No,https://www.mavenproject.org/ronald-yee-md-mba-faafp
4461,ronald bayer,1993610174,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.publichealth.columbia.edu/people/our-faculty/rb8
4462,ronald brownstein,3637571469,Male,,He,,White/European,,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Ron_Brownstein
4463,ronald inglehart,650024590,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Ronald_Inglehart
4466,ronald waldman,2554145532,Male,,He,,White/European,,Yes,Yes,No,Yes,No,No,No,https://publichealth.gwu.edu/departments/global-health/ronald-waldman
4467,ronna mcdaniel,3947853877,Female,,She,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Ronna_McDaniel
4468,ronny l jackson,1545223000,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Ronny_Jackson
4469,roojin habibi,2896189447,Female,,She,,Middle Eastern,,No,No,Yes,No,No,No,No,https://www.globalstrategylab.org/team/roojin-habibi
4470,rory medcalf,1918958193,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://researchers.anu.edu.au/researchers/medcalf-r
4471,rosalind chou,3050569574,Female,,She,,East Asian,,No,No,Yes,No,No,No,No,https://sociology.gsu.edu/profile/rosalind-chou/
4472,rosella mamoli zorzi,3463353227,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://www.researchgate.net/profile/Rosella_Mamoli_Zorzi
4473,roselle chen,457025587,Female,,She,,East Asian,,No,No,No,No,No,No,Yes,https://muckrack.com/roselle-chen
4474,rosemarie truglio,204210127,Female,,She,,White/European,,No,No,Yes,No,Yes,No,No,https://www.sesameworkshop.org/who-we-are/our-leadership/rosemarie-truglio
4475,rosemary taylor,2070350242,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://as.tufts.edu/sociology/people/faculty/taylor
4476,rosen huynh,3472050038,Female,,She,,East Asian,,No,No,No,No,No,No,No,https://www.latimes.com/california/story/2020-02-03/fear-panic-around-the-coronavirus-fuels-racist-sentiment
4477,rosena allin khan,3697269960,Female,,She,,South Asian,,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Rosena_Allin-Khan
4478,roshini rajapaksa,118032559,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://nyulangone.org/doctors/1609869023/roshini-rajapaksa?cid=syn_yext&y_entity_id=1609869023-primary&y_source=1_MTE1NzQxNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU=
4479,rosina racioppi,1791258511,Female,,She,,White/European,,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/dr-rosina-racioppi-792b941/
4480,ross baker,2695302567,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://www.polisci.rutgers.edu/cb-profile/bakerross
4481,ross klein,4267610185,Male,,He,,White/European,,No,No,Yes,No,No,No,No,"https://foreignpolicy.com/author/ross-a-klein/#:~:text=Ross%20A.,of%20the%20Cruise%20Ship%20Industry."
4482,ross macdonald,3876393785,Male,,He,,White/European,,Yes,Yes,No,No,Yes,No,No,https://www.cynata.com/management
4485,rowland kao,1379668873,Male,,He,,East Asian,,Yes,No,No,No,No,No,No,https://www.epicscotland.org/our-people/rowland-kao/
4486,roxane cohen silver,1955069339,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://faculty.sites.uci.edu/rsilver/
4487,roxanne sutocky,1620227085,Female,,She,,White/European,,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/roxanne-sutocky-543111b7/
4488,roy anderson,4175497497,Male,,He,,White/European,,No,No,No,No,Yes,No,No,https://www.sdcexec.com/warehousing/article/21139180/covid19-pressures-the-supply-chain-to-rethink-outsourcing
4489,roy blunt,2431257055,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Roy_Blunt
4490,roy fried,114067415,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,http://premierseniorcare.org/about-us/
4491,roy kwong,1948277201,Male,,He,,East Asian,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Roy_Kwong
4492,roya ijadi maghsoodi,4185447944,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.uclahealth.org/roya-ijadi-maghsoodi
4495,rudolf richard eggers,270859813,Male,,He,,White/European,,Yes,No,No,Yes,No,No,No,https://www.linkedin.com/in/rudi-eggers-3019692b/?originalSubdomain=ke
4496,rupert beale,3765419426,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.crick.ac.uk/research/labs/rupert-beale
4497,rupert murdoch,2213165895,Male,,He,,White/European,,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Rupert_Murdoch
4498,rush limbaugh,1647769076,Male,,He,,White/European,,No,No,No,No,No,Yes,Yes,https://en.wikipedia.org/wiki/Rush_Limbaugh
4499,ruslandashinsky,1301511456,Male,https://www.linkedin.com/in/ruslandashinsky/?originalSubdomain=il,No info,https://www.linkedin.com/in/ruslandashinsky/?originalSubdomain=il,White/European,https://www.linkedin.com/in/ruslandashinsky/?originalSubdomain=il,No,No,No,No,Yes,No,Yes,https://www.linkedin.com/in/ruslandashinsky/?originalSubdomain=il
4502,russell g buhr,1680479536,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.uclahealth.org/russell-buhr
4503,russell jeung,391558898,Male,,He,,East Asian,,No,No,Yes,No,No,No,No,https://faculty.sfsu.edu/~rjeung/
4504,russell moore,902657535,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Russell_D._Moore
4505,russell weg,3144246886,Male,,He,,White/European,,No,Yes,No,No,No,No,No,", https://doctor.webmd.com/doctor/russell-weg-29422b5e-dec5-11e7-9f4c-005056a225bf-overview"
4506,ruth ann crystal,4107231497,Female,,She,,White/European,,Yes,Yes,No,No,Yes,No,No,https://www.linkedin.com/in/ruthanncrystal
4507,ruth ben ghiat,2547499029,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Ruth_Ben-Ghiat
4508,ruth faden,2762267110,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://bioethics.jhu.edu/people/profile/ruth-faden/
4509,ruth harlow,3282626906,Female,,She,,White/European,,No,No,No,No,Yes,No,No,http://www.s-ox.com/dsp_getSpotlightDetails.cfm?CID=3057
4510,ruth karron,3660675935,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.jhsph.edu/research/centers-and-institutes/johns-hopkins-vaccine-initiative/about/our-people/Ruth_Karron
4511,ruth mcdermott levy,2307974290,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www1.villanova.edu/villanova/nursing/facultystaff/faculty/biodetail.html?mail=ruth.mcdermott.levy@villanova.edu&xsl=bio_long
4512,ruth michaelson,3048344031,Female,,She,,White/European,,No,No,No,No,No,No,Yes,http://www.ruthmichaelson.com/experience
4513,rv asokan,2417616982,Male,,He,,South Asian,,No,Yes,No,Yes,No,No,No,https://www.ima-india.org/ima/office-bearers.php?obid=32
4515,ryan calo,683752260,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://www.law.uw.edu/directory/faculty/calo-ryan
4516,ryan demmer,890783807,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://directory.sph.umn.edu/bio/sph-a-z/ryan-demmer
4517,ryan mcgarry,3905824223,Male,,He,,White/European,,No,Yes,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Ryan_McGarry_(physician)
4518,ryan saavedra,4214247853,Male,,He,,White/European,,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Ryan_Saavedra
4519,ryan stanton,1374157434,Male,,He,,White/European,,No,Yes,No,No,Yes,No,No,https://www.linkedin.com/in/ryan-stanton-91a8a825/
4522,saad b omer,3600129505,Male,,He,,Middle Eastern,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Saad_Omer
4524,sabra klein,1974474377,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/Sabra_Klein
4525,sabra m abbott,1124228944,Female,,She,,White/European,,No,Yes,No,No,No,No,No,https://2019.myana.org/program/speakers/sabra-m-abbott-md-phd-0
4526,sabrina corlette,910608467,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://chir.georgetown.edu/faculty_sabrina_corlette/
4529,sacha stelzer braid,4012926989,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://medicalsciences.med.unsw.edu.au/people/dr-sacha-stelzer-braid
4530,sachin nagrani,2771907527,Male,,He,,South Asian,,No,Yes,No,No,Yes,No,No,https://twitter.com/sachinnagrani?lang=en
4531,sadiq khan,3515490296,Male,,He,,South Asian,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Sadiq_Khan
4533,saheli roy choudhury,3856341060,Female,,She,,South Asian,,No,No,No,No,No,No,Yes,https://www.linkedin.com/in/sahelirc/?originalSubdomain=sg
4534,sahil parikh,1105897309,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.columbiadoctors.org/sahil-parikh-md
4536,saif badr,2792327340,Male,,He,,Middle Eastern,,No,No,No,Yes,No,No,No,"This matches the name for the spokesman of the Iraqi Ministry of Health but the full name does not appear anywhere else on this sheet. I wasn't able to find more information on him, save for ""Dr. Saif Al-Badr"" in news articles and on Twitter, https://www.cnn.com/2018/09/05/middleeast/iraq-basra-clashes-intl/index.html"
4538,saira sheikh,4285293324,Female,,She,,Middle Eastern,,Yes,Yes,No,No,No,No,No,https://www.lupus.org/leadership/saira-z-sheikh-md
4539,salaj masand,271477724,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,"https://twitter.com/salajmasand?lang=en, https://www.kentonline.co.uk/ashford/news/kent-doctor-raises-1-million-for-ppe-224833/"
4540,sally bloomfield,229153256,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://covid19.elsevierpure.com/en/persons/sally-f-bloomfield
4541,sally goza,3349253193,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://twitter.com/aappres?lang=en
4542,sally watkins,890303820,Female,,She,,White/European,,No,Yes,No,No,No,No,No,https://www.southeasterncardiology.com/copy-of-np-laura-rue-bio
4544,salvatore pardo,495255530,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://health.usnews.com/doctors/salvatore-pardo-594618
4545,salvatore stolfo,3551394071,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Salvatore_J._Stolfo
4546,sam crane,1643282867,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://twitter.com/UselessTree?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
4547,sam fink,2622261057,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://health.usnews.com/doctors/samuel-fink-25218
4549,sam lessin,450376637,Male,,He,,White/European,,No,No,No,No,Yes,No,Yes,https://www.linkedin.com/in/wlessin/
4550,samantha gaines,3717958869,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://twitter.com/SidneySnippets?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
4551,samara klar,3318659187,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://sgpp.arizona.edu/people/samara-klar
4552,sami angawi,2544540444,Male,,He,,Middle Eastern,,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Sami_Angawi
4553,samir sinha,3766676079,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.sinaihealth.ca/team/dr-samir-sinha/
4554,samson yuen,3770588359,Male,,He,,East Asian,,No,No,Yes,No,No,No,No,https://www.ln.edu.hk/polsci/staff-samson.php
4556,samuel greene,146169031,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://www.linkedin.com/in/samuel-greene-27aab56/?originalSubdomain=uk
4557,samuel v scarpino,3480388405,Male,,He,,White/European,,Yes,No,No,No,No,No,No,http://scarpino.github.io/
4558,sandeep garg,208648870,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,https://www.oregonclinic.com/our-team/sandeep-garg#tab-3319
4559,sander van der linden,3714352368,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.psychol.cam.ac.uk/people/sander-van-der-linden
4561,sandesh gulhane,649515517,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,https://twitter.com/sandeshgulhane?lang=en
4562,sandra emerson,1907526390,Female,,She,,White/European,,No,No,No,No,No,No,Yes,https://www.sbsun.com/author/sandra-emerson/
4563,sandra kane gill,2035551884,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.pharmacy.pitt.edu/directory/profile.php?profile=63
4564,sandra quinn,2077057226,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://sph.umd.edu/people/sandra-c-quinn
4565,sandra r hernandez,294748020,Female,,She,,Latinx,,No,Yes,No,No,No,No,No,https://www.chcf.org/person/sandra-r-hernandez/
4566,sandra smith,3701736986,Female,,She,,White/European,,No,No,No,No,No,No,Yes,https://twitter.com/SandraSmithFox?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
4567,sandra sucher,442881936,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://www.hbs.edu/faculty/m/Pages/profile.aspx?facId=6610
4568,sangeeta bhatia,2741734583,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://lmrt.mit.edu/about
4569,sania ashraf,4037349908,Female,,She,,South Asian,,Yes,No,No,No,No,No,No,https://www.linkedin.com/in/asania/
4570,sanjay gupta,43674942,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Sanjay_Gupta
4571,sanjay kurani,1720243175,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,https://www.linkedin.com/in/sanjay-kurani-7450a19b/
4572,sanjay maggirwar,1790415857,Male,,He,,South Asian,,Yes,No,No,No,No,No,No,https://dccfar.gwu.edu/sanjay-b-maggirwar
4573,sanjay mehta,612062398,Male,,He,,South Asian,,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/mehta-sanjay/?originalSubdomain=in
4574,sanjay pingle,1417168843,Male,,He,,South Asian,,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/sanjaypingle/
4575,sanjaya senanayake,2700862704,Male,,He,,South Asian,,Yes,No,No,No,No,No,No,https://medicalschool.anu.edu.au/people/academics/associate-professor-sanjaya-senanayake
4576,sanjukta paul,3586845072,Female,,She,,South Asian,,No,No,Yes,No,No,No,No,https://law.wayne.edu/profile/gk8520
4579,sara goldrick rab,3833041342,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Sara_Goldrick-Rab
4580,sara hogan,1188925983,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.uclahealth.org/sara-hogan
4581,sara lederman,1366196374,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://twitter.com/SaraLederman
4582,sara moniuszko fauci,729717623,Female,,She,,White/European,,No,No,No,No,No,No,Yes,"Sara Moniuszko is a journalist that has covered a lot of COVID-19 news, https://www.linkedin.com/in/sara-moniuszko-5538048a/"
4583,sara perry,2906518374,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://www.baylor.edu/mediacommunications/index.php?id=941665&expert=sara.perryphd
4584,sara rosenbaum,3223509693,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://www.commonwealthfund.org/person/sara-rosenbaum
4585,sarah aitken,1428492893,Female,,She,,White/European,,No,Yes,No,Yes,No,No,No,https://abuhb.nhs.wales/about-us1/the-health-board/dr-sarah-aitken/
4586,sarah bloom raskin,2148782198,Female,,She,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Sarah_Bloom_Raskin
4587,sarah caddy,462490448,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.magd.cam.ac.uk/user/caddy
4588,sarah cm,1962113208,Female,,She,,White/European,,No,No,Yes,No,No,No,No,"After searching, Sarah CM Paine fits this name. There is no other name on the sheet that matches this. https://usnwc.edu/Faculty-and-Departments/Directory/Sarah-CM-Paine"
4589,sarah cody,3595171670,Female,,She,,White/European,,No,No,No,No,No,No,Yes,https://www.wtnh.com/author/sarah-cody/
4590,sarah colby,727688281,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://nutrition.utk.edu/peopletwo/sarah-colby/
4591,sarah hawkes,218374276,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.wlghconferences.org/sarah-hawkes
4592,sarah huckabee sanders,1102485932,Female,,She,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Sarah_Sanders
4594,sarah kilpatrick,900328506,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://bio.cedars-sinai.org/kilpatricks/index.html
4595,sarah low,1197290327,Female,,She,,East Asian,,No,Yes,No,No,No,No,No,https://health.usnews.com/doctors/sarah-low-1057850
4596,sarah maza,396431557,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://www.history.northwestern.edu/people/faculty/core-faculty/sarah-maza.html
4597,sarah moyer,2520198886,Female,,She,,White/European,,Yes,Yes,No,Yes,No,No,No,https://louisvilleky.gov/government/health-wellness/dr-sarah-moyer-chief-health-strategist
4598,sarah park,2472337614,Female,,She,,East Asian,,Yes,Yes,No,Yes,No,No,No,https://www.hawaiiresidency.org/pediatric-residency/sarah-park-md-mph
4599,sarah parkinson,1493216978,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://politicalscience.jhu.edu/directory/sarah-parkinson/
4600,sarah reagan steiner,3024770840,Female,,She,,White/European,,Yes,Yes,No,Yes,No,No,No,https://www.linkedin.com/in/sarah-reagan-steiner-18674159/
4601,sarah rudman,2162739381,Female,,She,,White/European,,Yes,Yes,No,Yes,No,No,No,https://californiaptc.com/our-team/
4602,sarah swindells,3125547865,Female,,She,,Unknown,,No,Yes,No,No,No,No,No,"https://www.mysurgerywebsite.co.uk/staff1.aspx?pr=J82155, unclear what her background is, I found limited information about her"
4603,sarah t roberts,2871109146,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Sarah_T._Roberts
4604,sarah turbett,701691235,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.massgeneral.org/doctors/20423/sarah-turbett
4605,sarah van orman,3412143175,Female,,She,,White/European,,No,Yes,No,No,No,No,No,https://studenthealth.usc.edu/directory/sarah-van-orman-md-mmm-facha/
4606,sarah zaidi,1784634597,Female,,She,,Middle Eastern,,Yes,Yes,No,No,No,No,No,https://childrensnational.org/visit/find-a-provider/sarah-zaidi
4607,sarai eitches,2300345381,Female,,She,,White/European,,No,Yes,No,No,No,No,No,https://www.sarimd.com/copy-of-bio
4608,sarfaraz munshi,683062809,Male,,He,,Middle Eastern,,No,Yes,No,No,No,No,No,"Everything I can find on him is of the video he made on COVID-19 breathing, wasn't able to find much about his background"
4610,sarosh ashraf janjua,2092305915,Female,,She,,South Asian,,No,Yes,No,No,No,No,No,https://www.healthgrades.com/physician/dr-sarosh-janjua-36j5f
4611,sascha meinrath,253206464,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://thexlab.org/team
4613,saskia v popescu,4263417224,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://www.contagionlive.com/contributor/saskia-v-popescu
