orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
40,adam levitin,2,"[('adam j levitin', 95), ('adam', 90), ('adam kamradt scott', 86), ('daniel levitin', 77), ('levitan', 77), ('levin', 72), ('amler', 72), ('adams', 72), ('david levin', 70), ('david levine', 67), ('adam rubinstein', 67), ('hagai levine', 67), ('adam collins', 67), ('adam finn', 67), ('andrew levin', 67), ('sam lessin', 64), ('adam blake', 64), ('mark levin', 64), ('adam green', 64), ('marissa levine', 62)]",adam j levitin,,,,,,,,,,,,,,
41,adam marshall,2,"[('adam', 90), ('marshall', 90), ('larry marshall', 74), ('adam rosh', 73), ('marshall prunty', 72), ('martin marshall', 72), ('adams', 72), ('lewis marshall', 72), ('marshall watson', 72), ('marshall lyon', 72), ('steven marshall', 72), ('marshall steinbaum', 72), ('marr', 68), ('mrs ali', 61), ('ali', 60), ('amy', 60), ('ala', 60), ('aralen', 60), ('martha mcsally', 59), ('adam finn', 59)]",SELF,Male,,He,https://londonspeakerbureau.com/speaker-profile/adam-marshall/,White/European,https://www.linkedin.com/in/adam-marshall-699a093/?originalSubdomain=uk,No,No,No,Yes,No,No,No,https://twitter.com/BCCAdam
42,adam rosh,2,"[('adam', 90), ('adam j levitin', 86), ('adam kucharski', 86), ('adam rubinstein', 86), ('adam schechter', 86), ('adam kamradt scott', 86), ('adam marshall', 73), ('adams', 72), ('adam schiff', 70), ('beverley adams groom', 70), ('adam douglas', 67), ('adam collins', 67), ('roshini rajapaksa', 67), ('adam crum', 67), ('adam bernheim', 64), ('adam wolanski', 64), ('jerome adams', 64), ('adam schefter', 64), ('daniel roshan', 64), ('darcy ross', 63)]",SELF,Male,,He,,White/European,https://health.usnews.com/doctors/adam-rosh-610533,No,Yes,No,No,No,No,No,"https://twitter.com/RoshReview , https://www.fox2detroit.com/news/doctor-says-without-proper-response-covid-19-cases-could-jump-40-percent"
43,adam rubinstein,2,"[('adam', 90), ('adam blake', 86), ('adam rosh', 86), ('adam finn', 86), ('adam crum', 86), ('adam green', 86), ('adams', 72), ('adam levitin', 67), ('aaron bernstein', 67), ('adam bernheim', 64), ('ronald brownstein', 62), ('adam j levitin', 62), ('andrea crisanti', 60), ('amy', 60), ('ala', 60), ('austin', 60), ('adam collins', 59), ('adam winkler', 59), ('yashica robinson', 58), ('sarah reagan steiner', 57)]",SELF,Male,,He,,White/European,https://www.dr-rubinstein.com,No,Yes,No,No,No,No,No,"Although there are multiple Adam Rubinsteins, this one is the most likely one as a google news search for [""Adam Rubinstein"" coronavirus] leads to articles like this one: https://www.miaminewtimes.com/news/miami-plastic-surgeon-collecting-ventilators-for-coronavirus-patients-11605608
Additionally, while he is also a ""clinical assistant professor"" in the Department of Surgery at NOVA Southeastern University according to his website - I think it is just that - a clinical/teacching appointment. I cannot find any research work by him. There is one potential article from 2005 but no active publication record anywhere. "
44,adam schechter,2,"[('adam', 90), ('adam schefter', 89), ('adam finn', 86), ('adam crum', 86), ('adam rosh', 86), ('adams', 72), ('sandra sucher', 67), ('amy cho', 64), ('adam schiff', 64), ('neil schachter', 64), ('david scheinker', 62), ('armand sprecher', 62), ('amy', 60), ('ala', 60), ('amy cohen', 60), ('ms shi', 60), ('daniel schnieder', 60), ('edward schneider', 60), ('daniel schneider', 60), ('asim shah', 60)]",SELF,Male,,He,https://www.cnbc.com/2020/04/22/labcorp-ceo-adam-schechter-on-its-test-to-detect-coronavirus-exposure.html,White/European,https://www.linkedin.com/in/adam-schechter-55805211/,No,No,No,No,Yes,No,No,https://twitter.com/AdamHSchechter?
45,adam schefter,2,"[('adam', 90), ('adam schechter', 89), ('adam schiff', 75), ('adams', 72), ('sandra sucher', 69), ('leonard schleifer', 67), ('amy cho', 64), ('david scheinker', 64), ('adam crum', 64), ('jeremy schefers', 64), ('adam rosh', 64), ('donald schaffner', 62), ('willam schaffner', 62), ('daniel schnieder', 62), ('edward schneider', 62), ('daniel schneider', 62), ('dan schnur', 61), ('adam green', 61), ('amy', 60), ('william schaffner', 60)]",SELF,Male,,He,,White/European,https://en.wikipedia.org/wiki/Adam_Schefter,No,No,No,No,No,No,Yes,ESPN NFL Insider - https://twitter.com/AdamSchefter
46,adam schiff,2,"[('adam', 90), ('adam kamradt scott', 86), ('adam schefter', 75), ('ms shi', 75), ('adams', 72), ('adam rosh', 70), ('william schaffner', 66), ('amy cho', 64), ('adam schechter', 64), ('dau schmidt', 64), ('adam kucharski', 64), ('adam collins', 61), ('amy', 60), ('adam finn', 60), ('ala', 60), ('adam crum', 60), ('ghazala sharieff', 59), ('donald schaffner', 59), ('willam schaffner', 59), ('adam bernheim', 58)]",SELF,Male,,He,,White/European,https://en.wikipedia.org/wiki/Adam_Schiff,No,No,No,Yes,No,No,No,Member of Congress
47,adam winkler,2,"[('adam', 90), ('adam kamradt scott', 86), ('adams', 72), ('adam finn', 67), ('adam wolanski', 64), ('adam blake', 64), ('carl winter', 61), ('harry winer', 61), ('waikerie', 60), ('amy', 60), ('ala', 60), ('amler', 59), ('adam rubinstein', 59), ('adam rosh', 59), ('adam crum', 59), ('alpha fowler', 58), ('adam levitin', 58), ('alan blinder', 58), ('dean winslow', 58), ('diana adama', 58)]",SELF,Male,,He,,White/European,https://law.ucla.edu/faculty/faculty-profiles/adam-winkler,No,No,Yes,No,No,No,No,Professor of Law
48,adam wolanski,2,"[('adam', 90), ('adams', 72), ('adam douglas', 72), ('adam collins', 72), ('adam blake', 70), ('adam kucharski', 67), ('adam rosh', 64), ('adam winkler', 64), ('amy', 60), ('ala', 60), ('adam finn', 59), ('adam crum', 59), ('adam schiff', 58), ('amanda williams', 57), ('adam rubinstein', 57), ('andrew janowski', 57), ('adam levitin', 56), ('alice miranda ollstein', 56), ('tom wolf', 56), ('diana adama', 55)]",SELF,Male,,He,,White/European,https://www.5rb.com/member/adam-wolanski/,No,No,No,No,Yes,No,No,"Lawyer, Name likely in reference to Johnny Depp's libel case: https://www.google.com/search?q=adam+wolanski+coronavirus&source=lmns&tbm=nws&bih=964&biw=1680&client=safari&hl=en&ved=2ahUKEwiVtP7-6cLpAhXaGc0KHRKgAFkQ_AUoAnoECAEQAg"
49,adams,1,"[('jerome adams', 90), ('beverley adams groom', 90), ('adams dudley', 90), ('jerome m adams', 90), ('adam', 89), ('adarsh pratap singh', 72), ('adam bernheim', 72), ('adam levitin', 72), ('diana adama', 72), ('adam j levitin', 72), ('adam wolanski', 72), ('adam blake', 72), ('adam kucharski', 72), ('adam schiff', 72), ('adam marshall', 72), ('adam rubinstein', 72), ('adam jarrett', 72), ('adam douglas', 72), ('amiyatosh purnanandam', 72), ('adam collins', 72)]",na,,,,,,,,,,,,,,
50,adams dudley,2,"[('adam', 90), ('adams', 90), ('beverley adams groom', 86), ('adam douglas', 67), ('adam blake', 64), ('amy', 60), ('ala', 60), ('adam levitin', 58), ('david ridley', 58), ('adam winkler', 58), ('dan doyle', 57), ('adam crum', 57), ('andrew dowdle', 56), ('jerome adams', 56), ('jerome m adams', 56), ('dennis deeley', 56), ('anas nader', 55), ('doug ducey', 55), ('adam green', 55), ('adam j levitin', 54)]",SELF,Male,,He,,White/European,https://med.umn.edu/bio/dom-a-z/r%20adams-dudley,Yes,Yes,No,No,No,No,No,"https://twitter.com/RAdamsDudleyMD, https://profiles.ucsf.edu/adams.dudley#toc-id3"
51,adarsh pratap singh,3,"[('singh', 90), ('jayant singh', 86), ('sonia singh', 86), ('jag singh', 86), ('adams', 72), ('azar', 68), ('adam', 68), ('rajita sinha', 68), ('shubhra singh', 62), ('ala', 60), ('austin', 60), ('adam rosh', 60), ('harmandeep singh', 57), ('sarah reagan steiner', 56), ('david persing', 56), ('tara smith', 54), ('sarah park', 54), ('debra patt', 54), ('marc short', 54), ('shupe', 54)]",SELF,Male,,He,,South Asian,https://twitter.com/adarshaiims?lang=en,No,Yes,No,No,No,No,No,https://www.financialexpress.com/lifestyle/health/aiims-doctors-team-up-with-iit-delhi-to-launch-app-for-patients-needing-plasma-therapy/2009970/
52,addison,1,"[('anderson', 67), ('allison chamberlain', 64), ('alison sinclair', 64), ('marc alain widdowson', 64), ('alison whelan', 64), ('allison brashear', 64), ('allison aiello', 64), ('allison mcgeer', 64), ('allison k hoffman', 64), ('alison tothy', 64), ('alison pittard', 64), ('alison barnett', 64), ('alison holman', 64), ('geoffrey annison', 64), ('alison bateman house', 64), ('allison arwady', 64), ('adrian', 62), ('nusheen ameenuddin', 60), ('andrew gibson', 60), ('gerard anderson', 55)]",na,,,,,,,,,,,,,,
53,adegoke oke,2,"[('abe', 60), ('andrew goethe', 58), ('angie bone', 57), ('alex george', 55), ('anderson cooper', 54), ('ken alibek', 54), ('alexander kekule', 52), ('al gore', 51), ('andrew potter', 50), ('shane g owens', 50), ('joe amon', 50), ('angela merkel', 50), ('andrew noymer', 50), ('andrew dowdle', 50), ('naomi oreskes', 50), ('angela rogers', 50), ('angok gordon kuol', 50), ('saad omer', 50), ('roy anderson', 49), ('joleen aguon', 49)]",SELF,Male,,He,,Black/African,https://wpcarey.asu.edu/people/profile/840589,No,No,Yes,No,No,No,No,https://www.researchgate.net/profile/Adegoke_Oke
54,adhanom,1,"[('tedros adhanom ghebreyesus', 90), ('tedros adhanom ghebreyesu', 90), ('tedros adhanom', 90), ('adhanom ghebreyesus', 90), ('tedros ahanom ghebreyesus', 77), ('adam', 73), ('adams', 67), ('adnan munkarah', 64), ('adriano decarli', 64), ('adrian', 62), ('abraham', 57), ('andrew chan', 56), ('jawad al bidhani', 56), ('ali khan', 53), ('ahmed rahman', 53), ('adam bernheim', 51), ('kranthi achanta', 51), ('adam levitin', 51), ('aruna ravichandran', 51), ('annika sridharan', 51)]",tedros adhanom ghebreyesus,,,,,,,,,,,,,,
55,adhanom ghebreyesus,2,"[('tedros adhanom ghebreyesus', 95), ('adhanom', 90), ('ghebreyesus', 90), ('tedros adhanom ghebreyesu', 82), ('tedros ahanom ghebreyesus', 82), ('tedros ghebreyesus', 76), ('adam', 68), ('tedros adhanom', 64), ('adam green', 62), ('abe', 60), ('adrian', 60), ('ann wagner', 54), ('jane greer', 54), ('adams', 54), ('mark green', 54), ('aaron reeves', 52), ('jordan asher', 52), ('abraham', 51), ('adrian bangerter', 51), ('al gore', 51)]",tedros adhanom ghebreyesus,,,,,,,,,,,,,,
56,adil el tayar,3,"[('tayar', 90), ('el tayar', 90), ('el cid', 86), ('daniel taylor', 69), ('azar', 68), ('abdul el sayed', 67), ('alex azar', 64), ('ji il tark', 61), ('ali', 60), ('amy', 60), ('li tan', 60), ('ai fen', 60), ('nada al mutawa', 59), ('alex tabarrock', 59), ('javier del aguila', 57), ('aileen marty', 56), ('chloe taylor', 56), ('diana taylor', 56), ('paul tambyah', 56), ('tara kirk sell', 56)]",SELF,Male,,He,,Middle Eastern,https://www.bbc.com/news/uk-england-london-52064450,No,Yes,No,No,No,No,No,"Physician, deceased due to COVID-19. Should be removed from dataset?  https://www.bmj.com/content/369/bmj.m1803"
57,adisu kebede,2,"[('abe', 60), ('ali', 60), ('david kennedy', 56), ('adit ginde', 55), ('axios', 54), ('adams', 54), ('abdul el sayed', 54), ('kennedy ganti', 53), ('kenneth davis', 53), ('melissa kennedy', 52), ('nadia abuelezam', 52), ('jagdish khubchandani', 52), ('kenneth barish', 51), ('addison', 51), ('r daniel kelemen', 50), ('kris belland', 50), ('asawin suebsaeng', 50), ('adrian bangerter', 50), ('andrew weber', 50), ('mike kennedy', 50)]",SELF,Male,,He,https://medicalxpress.com/news/2020-04-ethiopia-deaths-coronavirus.html,Black/African,https://www.linkedin.com/in/adisu-kebede-38418490/,Yes,No,No,Yes,No,No,No,"https://www.researchgate.net/profile/Adisu_Kebede , ""Addisu Kebede, A/Director of EPHI’s National Laboratory Capacity Building Directorate"" : https://www.ephi.gov.et/index.php/news-information/737-the-4th-national-laboratory-forum-met-in-semera"
58,adit ginde,2,"[('atul gawande', 64), ('ali', 60), ('arindrajit dube', 57), ('art fougner', 57), ('omai garner', 57), ('samantha gaines', 56), ('anita kurian', 55), ('adam levitin', 55), ('alan blinder', 55), ('adisu kebede', 55), ('ted gideonse', 55), ('maria rita gismondo', 55), ('adam winkler', 55), ('gerard anderson', 54), ('katherine gibney', 54), ('richard grenell', 54), ('kate fitz gibbon', 54), ('courtney gidner', 54), ('adriano decarli', 54), ('alfredo garzino demo', 53)]",SELF,Male,,He,https://www.uchealth.org/today/cu-study-vitamin-d-indeed-immune-booster/,South Asian,https://som.ucdenver.edu/Profiles/Faculty/Profile/3529,Yes,Yes,No,No,No,No,No,https://pubmed.ncbi.nlm.nih.gov/?term=Munkarah%20A&sort=date&pos=1
59,adnan munkarah,2,"[('adam', 68), ('adhanom', 64), ('madina nagar', 62), ('anand parekh', 62), ('dan mccarthy', 62), ('asma adnane', 61), ('mara altman', 61), ('adrian', 60), ('adam marshall', 59), ('anant agarwal', 59), ('alan kraut', 58), ('anas nader', 58), ('ana maria henao restrepo', 58), ('nada al mutawa', 57), ('brendan murphy', 57), ('nabila munawar', 57), ('mangala narasimhan', 56), ('aldo munoz armenta', 56), ('anand menon', 56), ('aaron rupar', 56)]",SELF,Male,,He,,Middle Eastern,https://www.henryford.com/about/leadership/munkarah,Yes,Yes,No,No,No,No,No,
60,adrian,1,"[('adrian bangerter', 90), ('adrian hyzler', 90), ('adriano decarli', 90), ('aruna ravichandran', 75), ('dorian alexander', 75), ('armand dorian', 75), ('mihran aroian', 75), ('diana adama', 71), ('aralen', 67), ('andrei lankov', 63), ('adhanom', 62), ('addison', 62), ('andrea crisanti', 60), ('mary anastasia o grady', 60), ('anita kurian', 60), ('alfredo garzino demo', 60), ('arvind kumar', 60), ('adam', 60), ('adnan munkarah', 60), ('katrina armstrong', 60)]",na,,,,,,,,,,,,,,
61,adrian bangerter,2,"[('adrian', 90), ('arinjay banerjee', 69), ('alan berger', 67), ('maria bartiromo', 65), ('karin barbee', 64), ('anant bhan', 63), ('brian long', 63), ('ann wagner', 63), ('amitava banerjee', 62), ('dorian alexander', 62), ('sharon balter', 62), ('brian stelter', 62), ('gabriella borter', 62), ('adrian hyzler', 62), ('alan erera', 62), ('martin blaser', 62), ('dean baker', 62), ('carissa baker', 62), ('kristian andersen', 61), ('aralen', 60)]",SELF,Male,,He,http://theenemyreader.org/author/adrian-bangerter/,White/European,https://www.unine.ch/ipto/home/collaborateurstrices/adrian-bangerter.html,No,No,Yes,No,No,No,No,https://scholar.google.com/citations?hl=en&user=YmgLQcIAAAAJ&view_op=list_works&sortby=pubdate
62,adrian hyzler,2,"[('adrian', 90), ('ian hall', 68), ('adriano decarli', 64), ('dorian alexander', 62), ('adrian bangerter', 62), ('han', 60), ('aralen', 60), ('marianne hamra', 59), ('martin hibberd', 59), ('brian hainline', 59), ('carolyn hiller', 59), ('mihran aroian', 59), ('ashley arn', 58), ('alan lerner', 58), ('david hoyer', 58), ('alan herman', 58), ('eitan hersh', 58), ('armand sprecher', 57), ('alan blinder', 56), ('aline holmes', 56)]",SELF,Male,,He,,White/European,https://www.airmedandrescue.com/writers/dr-adrian-hyzler,No,Yes,No,No,Yes,No,No,CMO Healix: https://healix.com/sharing-knowledge-and-news/covid-19-advice/
63,adriano decarli,2,"[('adrian', 90), ('adhanom', 64), ('adrian hyzler', 64), ('brian davis', 62), ('francesco dentali', 62), ('sander van der linden', 61), ('dan doyle', 60), ('ali', 60), ('aralen', 60), ('darwin', 60), ('dorian alexander', 58), ('african american', 58), ('adrian bangerter', 58), ('arif alvi', 58), ('damian caraballo', 58), ('aaron carroll', 57), ('armand dorian', 57), ('ari ercole', 56), ('harris ali', 56), ('dan ariely', 56)]",SELF,Male,,He,https://www.reuters.com/article/us-health-coronavirus-italy-timing-idUSKBN21D2IG,White/European,http://unimi.academia.edu/AdrianoDecarli/CurriculumVitae,Yes,No,No,No,No,No,No,https://scholar.google.com/citations?user=sJHb1OAAAAAJ&hl=en
64,advertisement mark,2,"[('mark fretz', 86), ('mark duggan', 86), ('mark greeven', 86), ('mark lewis', 86), ('mark handley', 86), ('mark green', 86), ('mark ghaly', 86), ('mark hurst', 86), ('mark jones', 86), ('mark wilson', 86), ('mark simon', 86), ('mark eisner', 86), ('mark jarrett', 86), ('nick mark', 86), ('mark ali', 86), ('mark naison', 86), ('saint mark', 86), ('mark dworkin', 86), ('mark carney', 86), ('mark rupp', 86)]",na,,,,,,,,,,,,,,Not a person
65,aeroflow breastpumps,2,"[('abe', 60), ('joel breman', 58), ('paolo benanti', 56), ('joe bresee', 54), ('amler', 54), ('tom brandt', 54), ('tom barnes', 54), ('florence ader', 53), ('carl bergstrom', 53), ('andrew beam', 52), ('mary o brien', 52), ('al gore', 51), ('geoff baird', 50), ('arturo bris', 50), ('alex marlow', 50), ('noel brewer', 50), ('tom brady', 50), ('andrew bates', 50), ('brit hume', 50), ('bret rudy', 50)]",na,,,,,,,,,,,,,,Not a person
66,african american,2,"[('amler', 72), ('mihran aroian', 66), ('armand dorian', 62), ('abe', 60), ('adrian', 60), ('amy', 60), ('frank atherton', 60), ('mara altman', 59), ('alan herman', 59), ('adriano decarli', 58), ('allison chamberlain', 57), ('anita kurian', 57), ('alan melnick', 57), ('abraar karan', 57), ('dorian alexander', 56), ('adrian bangerter', 56), ('marina abramovic', 56), ('michael ackerman', 56), ('arvind narayanan', 56), ('armida fernandez', 56)]",na,,,,,,,,,,,,,,Not a person
67,afruz eslami,2,"[('ali', 60), ('amy', 60), ('ala', 60), ('marc elias', 55), ('aruna subramanian', 55), ('mary e schmidt', 54), ('jamie e baker', 53), ('alfa sa', 53), ('alpesh amin', 52), ('altaf saadi', 52), ('lisa ellram', 52), ('arun sanyal', 52), ('andrew beam', 52), ('amir ali', 50), ('african american', 50), ('mark ali', 50), ('fred armisen', 50), ('younas elahi', 50), ('andy slavitt', 50), ('kamiar alaei', 50)]",SELF,Female,,She,,Middle Eastern,https://abcnews.go.com/International/wireStory/hard-line-shiites-storm-iran-shrines-closed-coronavirus-69636295,No,Yes,No,No,No,No,Yes,https://www.aljazeera.com/news/2020/3/17/coronavirus-pandemic-could-kill-millions-in-iran
68,afshon ostovar,2,"[('anthony costello', 60), ('alison pittard', 57), ('jason adler', 56), ('ann bostrom', 56), ('alison sinclair', 55), ('anderson cooper', 55), ('shane oliver', 54), ('ashwin vasan', 54), ('jason m opal', 54), ('alison tothy', 54), ('john ashton', 53), ('allison brashear', 53), ('joe amon', 53), ('anthony santella', 53), ('asif noor', 52), ('alison holman', 52), ('aki hiro sato', 52), ('addison', 51), ('anthony', 51), ('tomas aragon', 51)]",SELF,Male,,He,https://twitter.com/AOstovar,Middle Eastern,https://nps.edu/web/nsa/-/afshon-ostovar-ph-d-,No,No,Yes,No,No,No,No,
69,agnes buzyn,2,"[('anne zink', 60), ('charles bruen', 58), ('angie bone', 57), ('alexandre bayen', 54), ('bouey', 54), ('anderson', 53), ('bruce anderson', 53), ('andreas zapf', 52), ('dylan bugden', 52), ('laurence burnsed', 52), ('thomas byrne', 52), ('june andrew', 52), ('german peces barba', 50), ('cathrine jansson boyd', 50), ('nadine burke harris', 50), ('janet baseman', 50), ('georges c benjamin', 50), ('andrew blythe', 50), ('andy dunn', 50), ('francine blau', 50)]",SELF,Female,https://twitter.com/agnesbuzyn?lang=en,She,https://www.jpost.com/International/Stepping-into-Simone-Veils-shoes-Agnes-Buzyn-504886,White/European,https://en.wikipedia.org/wiki/Agnès_Buzyn,Yes,Yes,No,Yes,No,No,No,https://www.researchgate.net/scientific-contributions/Agnes-Buzyn-2162798062
70,ahlul bayt,2,"[('rahul bharat', 73), ('carl batt', 63), ('ali', 60), ('jalal baig', 60), ('amy', 60), ('ala', 60), ('ram bhat', 56), ('ashley bautista', 56), ('ronald bayer', 55), ('danny avula', 54), ('anita allen', 54), ('michael l barnett', 54), ('alison bateman house', 54), ('bill barr', 53), ('atul malhotra', 52), ('kathie allen', 52), ('adil el tayar', 52), ('paolo benanti', 52), ('michael brady', 52), ('daniel batlle', 52)]",na,,,,,,,,,,,,,,Doesn't appear to be a person; possibily a news agency: https://www.google.com/search?q=ahlul+bayt+coronavirus&client=safari&rls=en&nfpr=1&source=lnms&tbm=nws&sa=X&ved=2ahUKEwjH5pHLosjsAhVFAqwKHY0aA8QQ_AUoAnoECAUQBA&biw=1680&bih=964
71,ahmed kazmi,2,"[('aziza ahmed', 78), ('ahmed rahman', 70), ('kate ahmad', 64), ('david kamin', 64), ('ramzi khamis', 61), ('chen katz', 60), ('amy', 60), ('carmen kavali', 58), ('mohamed ali ibrahim', 58), ('kamel khalili', 58), ('james a mckinnell', 58), ('kamiar alaei', 58), ('alfred kim', 57), ('david katz', 57), ('james kahn', 57), ('cameron kaiser', 56), ('amir a afkhami', 56), ('joanne katzman', 56), ('alpesh amin', 55), ('andre kalil', 55)]",SELF,Male,https://www.bmj.com/content/355/bmj.i5298,He,https://twitter.com/drahmedkazmi?lang=en,South Asian,https://www.indianlink.com.au/carry-on-doctor/,No,Yes,No,No,No,No,No,https://www.doctorahmed.net/about/
